"id","genero","edad","ocup","cp","len_cp"
"3924","M","50","12","90254","5"
"3925","M","25","12","77042","5"
"3926","M","25","2","94404","5"
"3927","F","25","16","67846","5"
"3928","M","25","0","55812","5"
"3929","M","25","5","80227","5"
"3930","M","56","3","52240","5"
"3931","M","25","5","92117","5"
"3932","M","25","7","49221","5"
"3933","F","35","6","48073","5"
"3934","M","25","0","44512","5"
"3935","M","35","18","72118","5"
"3936","F","35","12","01464","5"
"3937","M","56","2","92020","5"
"3939","M","45","7","91405","5"
"3940","M","35","20","32708","5"
"3941","M","45","17","40031","5"
"3942","M","18","4","49855","5"
"3943","F","35","7","98074","5"
"3944","F","35","16","80401","5"
"3945","F","45","1","96778","5"
"3946","F","25","12","22207","5"
"3947","M","25","0","90019","5"
"3948","F","45","12","61554","5"
"3949","M","45","0","44266","5"
"3950","M","25","4","60056","5"
"3951","F","18","4","60014","5"
"3952","F","45","1","12449","5"
"3953","M","25","12","55117","5"
"3954","M","18","4","32601","5"
"3955","M","35","0","12831","5"
"3957","M","35","11","40242","5"
"3958","M","45","7","46112","5"
"3959","F","45","1","03768","5"
"3960","F","35","14","55014","5"
"3961","M","25","1","45230","5"
"3962","F","56","0","98115","5"
"3963","M","50","20","30030","5"
"3964","M","56","16","66502","5"
"3965","M","18","11","65202","5"
"3966","M","25","0","30096","5"
"3967","F","18","2","13603","5"
"3968","M","25","2","02903","5"
"3969","M","56","7","12345","5"
"3970","F","25","2","02903","5"
"3971","F","18","4","80228","5"
"3972","F","25","6","23229","5"
"3973","M","25","7","60614","5"
"3974","M","35","0","30741","5"
"3975","F","25","5","43229","5"
"3976","F","25","0","44107","5"
"3977","M","35","14","22180","5"
"3978","M","35","13","78252","5"
"3979","F","50","9","59072","5"
"3980","M","25","4","66762","5"
"3981","F","45","0","97701","5"
"3982","M","56","13","95929","5"
"3983","M","25","0","30606","5"
"3984","M","25","7","75089","5"
"3985","M","45","16","01880","5"
"3986","M","25","7","33324","5"
"3987","F","18","4","01742","5"
"3988","F","25","14","60647","5"
"3989","M","50","12","30030","5"
"3990","M","25","16","17350","5"
"3991","M","25","7","33309","5"
"3992","M","25","4","32653","5"
"3993","M","25","0","22015","5"
"3994","M","50","7","43081","5"
"3995","M","35","17","22810","5"
"3996","M","18","14","32825","5"
"3997","M","35","17","45255","5"
"3998","M","45","0","74354","5"
"3999","M","35","17","30701","5"
"4000","M","35","7","08876","5"
"4001","F","25","1","01860","5"
"4002","M","45","16","20880","5"
"4003","M","56","13","46143","5"
"4004","M","50","0","21050","5"
"4005","M","35","7","12110","5"
"4006","M","1","7","48038","5"
"4007","M","35","12","88005","5"
"4008","M","18","1","92802","5"
"4009","M","18","7","44039","5"
"4010","M","25","14","94533","5"
"4011","M","25","17","85210","5"
"4013","M","25","1","77803","5"
"4015","F","45","3","75605","5"
"4016","M","50","0","33901","5"
"4017","M","25","14","17972","5"
"4018","F","45","20","75214","5"
"4019","M","35","17","54601","5"
"4020","M","25","6","77034","5"
"4021","M","50","20","95236","5"
"4022","M","35","14","53403","5"
"4023","F","35","9","32404","5"
"4024","M","25","5","45011","5"
"4025","F","56","6","77018","5"
"4026","M","25","7","68164","5"
"4027","F","25","7","12533","5"
"4028","M","25","4","02140","5"
"4029","F","56","3","21114","5"
"4030","M","35","7","89128","5"
"4031","M","25","0","42445","5"
"4032","M","25","12","56301","5"
"4033","M","25","6","43551","5"
"4034","M","25","0","21113","5"
"4035","M","18","4","45251","5"
"4036","M","25","1","46530","5"
"4037","M","50","16","80206","5"
"4039","M","25","16","97401","5"
"4040","M","25","20","75006","5"
"4041","M","18","3","48005","5"
"4042","M","35","15","94002","5"
"4043","F","25","15","94002","5"
"4044","F","35","3","95826","5"
"4045","M","56","13","40511","5"
"4046","M","45","17","53545","5"
"4047","M","18","4","30606","5"
"4048","F","35","1","89431","5"
"4049","M","45","11","33133","5"
"4050","M","35","6","60061","5"
"4051","M","18","14","01604","5"
"4052","M","25","2","43551","5"
"4053","M","25","18","36264","5"
"4054","M","35","3","68122","5"
"4055","M","50","0","98826","5"
"4056","M","1","10","28270","5"
"4057","M","35","6","18249","5"
"4058","M","25","6","73118","5"
"4059","M","25","14","80232","5"
"4060","M","25","18","55412","5"
"4061","M","50","6","32726","5"
"4062","M","25","7","60559","5"
"4063","F","35","1","29070","5"
"4064","M","45","0","20851","5"
"4065","F","45","5","48341","5"
"4066","M","25","0","19010","5"
"4067","M","45","20","91607","5"
"4068","M","56","3","89185","5"
"4069","M","35","15","19406","5"
"4070","M","25","15","93107","5"
"4071","M","25","17","33823","5"
"4072","M","50","6","93111","5"
"4073","M","25","6","70003","5"
"4074","M","35","6","78746","5"
"4075","M","25","16","47901","5"
"4076","M","25","17","55344","5"
"4077","F","35","2","22030","5"
"4078","M","25","15","28226","5"
"4079","M","35","17","26505","5"
"4080","M","35","1","48912","5"
"4081","M","18","12","19403","5"
"4082","M","25","20","79912","5"
"4083","M","56","14","92630","5"
"4084","M","56","13","14215","5"
"4085","F","25","6","79416","5"
"4086","F","1","10","55391","5"
"4087","M","1","4","63376","5"
"4088","M","25","3","77057","5"
"4089","M","25","7","79416","5"
"4090","M","56","6","77379","5"
"4091","M","25","17","55410","5"
"4092","F","25","0","19063","5"
"4093","M","25","4","70806","5"
"4094","M","25","17","49017","5"
"4095","M","25","0","10013","5"
"4096","M","25","15","60004","5"
"4097","M","25","7","63366","5"
"4098","M","35","7","53150","5"
"4099","M","35","17","94954","5"
"4100","M","56","6","77096","5"
"4101","M","18","4","23233","5"
"4102","M","1","10","48655","5"
"4103","M","18","16","11211","5"
"4104","M","18","16","42141","5"
"4105","M","50","7","34243","5"
"4106","M","25","16","95437","5"
"4107","F","25","0","23221","5"
"4108","M","35","17","77536","5"
"4109","M","35","3","97202","5"
"4110","F","45","7","41722","5"
"4111","M","25","15","32603","5"
"4112","M","45","18","47129","5"
"4113","M","35","17","58503","5"
"4114","M","35","14","48187","5"
"4115","M","25","15","99353","5"
"4116","M","35","7","07040","5"
"4117","M","18","4","43551","5"
"4118","M","25","3","91221","5"
"4119","M","50","1","39401","5"
"4120","M","25","16","71118","5"
"4121","M","45","7","08876","5"
"4122","M","18","19","82070","5"
"4123","F","25","4","46807","5"
"4125","M","35","2","13676","5"
"4126","M","25","17","53188","5"
"4127","M","50","17","16803","5"
"4128","M","35","6","60025","5"
"4129","M","56","11","12144","5"
"4130","M","35","6","48439","5"
"4131","M","45","7","97720","5"
"4132","M","25","17","80112","5"
"4133","M","45","4","77009","5"
"4134","F","45","12","85283","5"
"4135","M","1","10","46321","5"
"4136","M","50","16","60056","5"
"4137","M","25","7","91941","5"
"4138","M","25","7","91423","5"
"4139","M","56","14","40207","5"
"4140","M","25","0","32112","5"
"4141","M","35","17","95014","5"
"4142","M","56","7","01040","5"
"4143","F","25","5","60441","5"
"4144","M","18","4","02451","5"
"4145","F","50","1","78681","5"
"4146","M","35","17","44301","5"
"4147","F","50","7","02889","5"
"4148","F","35","7","55021","5"
"4149","M","35","1","32792","5"
"4150","M","25","0","29672","5"
"4151","M","45","20","43201","5"
"4152","M","25","14","74114","5"
"4153","M","50","17","16801","5"
"4154","M","25","1","29440","5"
"4155","M","50","17","85712","5"
"4156","M","56","20","95123","5"
"4157","M","50","18","97321","5"
"4158","F","1","10","90039","5"
"4159","F","50","9","01450","5"
"4160","M","35","20","10027","5"
"4161","M","45","0","90404","5"
"4162","F","25","14","23221","5"
"4163","M","56","7","08901","5"
"4164","M","35","1","50677","5"
"4165","F","25","14","94114","5"
"4166","F","25","7","75240","5"
"4167","M","25","20","22032","5"
"4168","F","45","6","37766","5"
"4169","M","50","0","66048","5"
"4170","M","45","7","53713","5"
"4171","M","56","16","79705","5"
"4172","M","35","7","19901","5"
"4173","F","18","11","29063","5"
"4174","F","35","3","20110","5"
"4175","M","35","0","66204","5"
"4176","M","45","7","19008","5"
"4177","M","35","17","90680","5"
"4178","F","50","16","08033","5"
"4179","F","35","20","94949","5"
"4180","M","56","13","13502","5"
"4181","F","25","7","33177","5"
"4182","M","25","18","80903","5"
"4183","M","25","1","91730","5"
"4184","M","50","7","32114","5"
"4185","M","25","14","90274","5"
"4186","M","25","7","33308","5"
"4187","F","56","20","63026","5"
"4188","M","50","7","74137","5"
"4189","M","35","14","91364","5"
"4190","M","45","17","89108","5"
"4191","F","45","15","55446","5"
"4192","M","35","17","77521","5"
"4193","M","56","13","93907","5"
"4194","M","18","4","60637","5"
"4195","F","56","13","95050","5"
"4196","M","35","14","14221","5"
"4197","F","45","1","18042","5"
"4198","M","18","4","80631","5"
"4199","F","25","9","32712","5"
"4200","M","45","7","10543","5"
"4201","F","25","0","65550","5"
"4202","M","25","7","21234","5"
"4203","M","25","18","58270","5"
"4204","M","35","7","06905","5"
"4205","F","25","15","87801","5"
"4206","F","35","1","22947","5"
"4207","M","35","1","90731","5"
"4208","F","35","0","90403","5"
"4209","M","56","0","37363","5"
"4210","M","25","17","85710","5"
"4211","M","45","5","77662","5"
"4212","M","56","18","56716","5"
"4213","M","35","7","63125","5"
"4214","F","25","0","20121","5"
"4215","M","25","7","77006","5"
"4216","M","25","17","01752","5"
"4217","M","18","4","18042","5"
"4218","M","50","17","23233","5"
"4219","M","35","17","95125","5"
"4220","M","35","0","97225","5"
"4221","M","35","4","53818","5"
"4222","F","45","17","55976","5"
"4223","F","35","17","60148","5"
"4224","F","45","1","48198","5"
"4225","F","25","3","48197","5"
"4226","F","35","6","76021","5"
"4228","M","50","18","20706","5"
"4229","M","35","17","94010","5"
"4230","M","56","13","34235","5"
"4231","F","50","18","20706","5"
"4232","F","35","20","75287","5"
"4233","M","35","4","37917","5"
"4234","F","45","3","48130","5"
"4235","M","50","2","90029","5"
"4236","F","25","3","07960","5"
"4237","M","25","14","77450","5"
"4238","M","35","16","44691","5"
"4239","M","50","7","52402","5"
"4240","M","35","17","55330","5"
"4241","M","35","7","11767","5"
"4242","M","50","7","78704","5"
"4243","M","56","7","32137","5"
"4244","M","35","17","48146","5"
"4245","M","50","12","44286","5"
"4246","F","35","7","48034","5"
"4247","M","25","4","82601","5"
"4248","M","25","4","26508","5"
"4249","F","18","17","65203","5"
"4250","F","50","0","33313","5"
"4251","M","45","7","60139","5"
"4252","F","35","3","28262","5"
"4253","M","45","11","03301","5"
"4254","M","25","17","38654","5"
"4255","M","50","12","13041","5"
"4256","F","1","2","78945","5"
"4257","M","50","16","38122","5"
"4258","M","25","17","19711","5"
"4259","M","35","17","45380","5"
"4260","M","25","16","59079","5"
"4261","F","35","6","07950","5"
"4262","F","35","6","06512","5"
"4263","M","25","7","40205","5"
"4264","M","45","1","60102","5"
"4265","M","25","12","03060","5"
"4266","M","56","13","78681","5"
"4267","M","35","7","02171","5"
"4268","F","45","20","04046","5"
"4269","M","35","18","27603","5"
"4270","M","45","7","13211","5"
"4271","M","35","7","83405","5"
"4272","M","45","17","37923","5"
"4273","M","45","13","30030","5"
"4274","F","45","1","04258","5"
"4275","F","45","16","14468","5"
"4276","F","45","0","96821","5"
"4277","M","35","16","98133","5"
"4278","F","45","7","09094","5"
"4279","M","25","16","43215","5"
"4280","M","35","17","27587","5"
"4281","M","56","13","92120","5"
"4282","M","35","0","15801","5"
"4283","F","25","9","98632","5"
"4284","M","50","7","40601","5"
"4285","M","35","0","62704","5"
"4286","M","35","17","11554","5"
"4287","M","25","7","35244","5"
"4288","F","25","9","46580","5"
"4289","M","35","14","32068","5"
"4290","M","25","17","98661","5"
"4291","M","35","14","98125","5"
"4292","M","25","0","98178","5"
"4293","F","45","9","55391","5"
"4294","M","1","10","75633","5"
"4295","M","18","18","90605","5"
"4296","M","56","6","33030","5"
"4297","M","45","15","55391","5"
"4298","F","18","14","85705","5"
"4299","F","25","2","43617","5"
"4300","F","18","4","98125","5"
"4301","M","35","11","38135","5"
"4302","M","50","1","45385","5"
"4303","M","25","2","91910","5"
"4304","M","18","0","46250","5"
"4305","F","45","17","27616","5"
"4306","M","45","7","67301","5"
"4307","M","25","0","94122","5"
"4308","M","25","0","33702","5"
"4309","M","25","0","36301","5"
"4310","M","25","4","57006","5"
"4311","M","50","13","68502","5"
"4312","M","25","18","78757","5"
"4313","F","25","7","07067","5"
"4314","M","25","17","79925","5"
"4315","M","18","4","44266","5"
"4316","M","25","6","75080","5"
"4317","F","35","14","60202","5"
"4318","M","25","5","02891","5"
"4319","M","35","7","44125","5"
"4320","M","25","5","89114","5"
"4321","M","45","7","80525","5"
"4322","F","50","6","75605","5"
"4323","M","18","4","82072","5"
"4324","M","25","5","60010","5"
"4325","M","25","0","30082","5"
"4326","F","45","13","94931","5"
"4327","M","35","17","37221","5"
"4328","M","50","3","75650","5"
"4329","F","25","14","78232","5"
"4330","F","45","6","85719","5"
"4331","M","35","6","45011","5"
"4332","F","25","3","60606","5"
"4333","M","50","2","33134","5"
"4334","M","25","1","70458","5"
"4335","M","35","0","74011","5"
"4336","F","25","0","40241","5"
"4337","M","18","20","76135","5"
"4338","F","18","5","46222","5"
"4339","M","25","2","78748","5"
"4340","F","25","17","76021","5"
"4341","M","35","17","33433","5"
"4342","M","25","0","66614","5"
"4343","M","25","12","75007","5"
"4344","M","25","1","44240","5"
"4345","F","25","14","44304","5"
"4346","M","18","17","45701","5"
"4347","F","18","20","77304","5"
"4348","M","45","0","30189","5"
"4349","M","18","2","95843","5"
"4350","M","18","2","29118","5"
"4351","M","25","12","37919","5"
"4352","M","18","4","11010","5"
"4353","M","25","7","11215","5"
"4354","M","35","14","78611","5"
"4355","M","50","14","08028","5"
"4356","M","35","16","85730","5"
"4357","F","35","9","83616","5"
"4358","M","35","17","04457","5"
"4359","M","18","4","33168","5"
"4360","F","25","9","98001","5"
"4361","M","35","15","83616","5"
"4362","M","25","17","85016","5"
"4363","M","35","14","91602","5"
"4364","M","25","18","98001","5"
"4365","F","50","16","46350","5"
"4366","M","18","15","02215","5"
"4367","M","35","0","52057","5"
"4368","M","18","17","22043","5"
"4369","M","50","7","30306","5"
"4370","M","25","16","07701","5"
"4371","F","18","4","63109","5"
"4372","M","35","17","75010","5"
"4373","M","50","12","32920","5"
"4374","M","18","4","43201","5"
"4375","F","25","5","40241","5"
"4376","F","25","5","27203","5"
"4377","M","25","0","32444","5"
"4378","M","18","17","06040","5"
"4379","M","25","4","27278","5"
"4380","F","25","1","37153","5"
"4381","M","25","4","65804","5"
"4382","M","25","18","14620","5"
"4383","F","18","4","93940","5"
"4384","M","25","0","43623","5"
"4385","M","25","4","93940","5"
"4386","M","25","5","74055","5"
"4387","F","18","4","63109","5"
"4388","M","45","3","75074","5"
"4389","M","25","4","48072","5"
"4390","M","25","0","11201","5"
"4391","F","18","4","43402","5"
"4392","M","18","4","43402","5"
"4393","M","18","4","43402","5"
"4394","M","25","4","43402","5"
"4395","M","50","6","43402","5"
"4396","M","18","1","44221","5"
"4397","M","18","4","43402","5"
"4398","F","18","4","43612","5"
"4399","F","18","4","43403","5"
"4400","F","18","4","43402","5"
"4401","M","18","4","10027","5"
"4402","F","18","14","43614","5"
"4403","M","25","15","90066","5"
"4404","M","25","1","57106","5"
"4405","M","25","14","98103","5"
"4406","M","25","16","80013","5"
"4407","M","18","4","02143","5"
"4408","F","45","2","19033","5"
"4409","M","25","14","65023","5"
"4410","M","18","19","40475","5"
"4411","M","18","4","92122","5"
"4412","M","18","4","16802","5"
"4413","M","1","13","37130","5"
"4414","M","25","4","40504","5"
"4415","M","18","0","02215","5"
"4416","M","18","4","02134","5"
"4417","M","25","15","02135","5"
"4418","F","50","0","02139","5"
"4419","F","45","12","15801","5"
"4420","M","25","15","92557","5"
"4421","M","45","0","90024","5"
"4422","M","25","5","10463","5"
"4423","M","18","4","52241","5"
"4424","M","25","7","94109","5"
"4425","M","35","7","98607","5"
"4426","M","45","17","93401","5"
"4427","M","18","0","51104","5"
"4428","M","25","14","46940","5"
"4429","M","25","5","85705","5"
"4430","F","25","0","94403","5"
"4431","M","1","14","80401","5"
"4432","M","25","12","21045","5"
"4433","M","25","0","43081","5"
"4434","F","35","7","60201","5"
"4435","M","25","7","76904","5"
"4436","M","25","12","19067","5"
"4437","F","35","5","47129","5"
"4438","M","50","0","11947","5"
"4439","M","35","6","37664","5"
"4440","M","35","1","81005","5"
"4441","M","18","4","98105","5"
"4442","M","50","15","94303","5"
"4443","M","56","2","91321","5"
"4444","F","25","12","80126","5"
"4445","M","25","3","19806","5"
"4446","M","18","18","60435","5"
"4447","M","45","5","32953","5"
